ID,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
319,Audi,A4 Premium Plus 40 TFSI,4151000,2022,1,Petrol,Automatic,Delhi,Black,UnRegistered Car,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762.0,1847.0,1433.0,5.0,54.0
1172,Maruti Suzuki,Vitara Brezza ZXi Plus,1044999,2021,24000,Petrol,Manual,Mumbai,Silver,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
1363,Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],425000,2015,48000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
1274,Hyundai,i10 Sportz 1.2,190000,2010,60000,Petrol,Manual,Roorkee,White,Third,Individual,1197 cc,80@5200,111@4000,FWD,3565.0,1595.0,1550.0,5.0,35.0
1262,Mercedes-Benz,C-Class C 250 d,2775000,2016,48000,Diesel,Automatic,Delhi,Black,First,Individual,2143 cc,204 bhp @ 3800 rpm,500 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
1728,Maruti Suzuki,Swift DZire VDI,459999,2015,55000,Diesel,Manual,Dehradun,Silver,Second,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
1880,Mahindra,Bolero Power Plus ZLX [2016-2019],665000,2017,92000,Diesel,Manual,Lucknow,Green,First,Individual,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD,3995.0,1745.0,1880.0,7.0,
1861,Honda,City VX CVT Petrol [2017-2019],1050000,2017,29386,Petrol,Automatic,Bangalore,Silver,Second,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
1569,Hyundai,Verna Fluidic 1.6 CRDi SX,235000,2011,135000,Diesel,Manual,Ambala Cantt,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
1045,Hyundai,Grand i10 Magna U2 1.2 CRDi,335000,2016,64000,Diesel,Manual,Bulandshahar,White,Second,Individual,1186 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
1665,Hyundai,i20 Magna 1.2,385000,2014,46000,Petrol,Manual,Hyderabad,Maroon,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0
364,Ford,Ecosport Titanium 1.5L TDCi,620000,2017,92000,Diesel,Manual,Agra,Brown,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998.0,1765.0,1647.0,5.0,52.0
1401,Maruti Suzuki,Estilo VXi BS-IV,229999,2012,52000,Petrol,Manual,Pune,White,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1495.0,1595.0,5.0,35.0
588,Mercedes-Benz,R-Class R350 4MATIC,2485000,2012,44724,Petrol,Automatic,Bangalore,White,First,Individual,3496 cc,272 bhp @ 6000 rpm,350 Nm @ 5000 rpm,AWD,5157.0,2183.0,1659.0,7.0,80.0
1174,Audi,RS5 4.2 Coupe,3650000,2012,25500,Petrol,Automatic,Mumbai,Blue,Second,Corporate,4163 cc,444 bhp @ 8250 rpm,430 Nm @ 4000 rpm,AWD,4649.0,1860.0,1366.0,5.0,64.0
34,MINI,Countryman Cooper S JCW Inspired,3875000,2021,12000,Petrol,Automatic,Delhi,Green,First,Individual,1998 cc,189 bhp @ 4400 rpm,280 Nm @ 1350 rpm,FWD,4299.0,1822.0,1557.0,5.0,47.0
885,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1180000,2019,38000,Petrol,Automatic,Bangalore,White,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
1922,Toyota,Corolla Altis 1.8 G,725000,2014,104814,Petrol,Manual,Mumbai,Grey,First,Individual,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4540.0,1760.0,1480.0,5.0,55.0
1136,Maruti Suzuki,Wagon R VXI,345000,2016,73190,Petrol,Manual,Nagpur,Grey,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
124,Ford,Ecosport Titanium 1.5 TDCi,530000,2013,75000,Diesel,Manual,Mumbai,White,First,Individual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
224,MINI,Cooper D 3 Door,3300000,2019,6400,Diesel,Automatic,Delhi,Red,First,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,3821.0,1727.0,1414.0,5.0,44.0
1259,Toyota,Fortuner 3.0 4x2 MT,1485000,2015,64120,Diesel,Manual,Delhi,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0
623,Volkswagen,Vento Comfortline Petrol,360000,2013,58000,Petrol,Manual,Chandigarh,Bronze,First,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4384.0,1699.0,1466.0,5.0,55.0
1326,Honda,Brio E MT,375000,2016,35134,Petrol,Manual,Delhi,Silver,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610.0,1680.0,1500.0,5.0,35.0
1770,Mahindra,XUV500 W10,1090000,2017,144933,Diesel,Manual,Nashik,White,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
1340,Maruti Suzuki,Alto VXi [2014-2019],245000,2016,64000,Petrol,Manual,Ranchi,Silver,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0
1207,Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],1875000,2020,18000,Petrol,Automatic,Mumbai,Black,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
1182,Toyota,Fortuner 3.0 4x2 MT,1375000,2012,98352,Diesel,Manual,Patna,White,First,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0
1642,Audi,A6 2.0 TDI Premium,1400000,2013,60000,Diesel,Automatic,Pune,Grey,Second,Individual,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915.0,1874.0,1455.0,5.0,65.0
40,Honda,Brio V MT,351000,2014,39276,Petrol,Manual,Mumbai,Red,First,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610.0,1680.0,1500.0,5.0,35.0
153,Skoda,Rapid Ambition 1.6 TDI CR MT,350000,2012,130000,Diesel,Manual,Nashik,White,First,Individual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
701,Hyundai,Elite i20 Sportz 1.2 [2016-2017],695000,2019,42678,Petrol,Manual,Mumbai,Blue,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
1808,Hyundai,Elite i20 Magna 1.2,525000,2015,68766,Petrol,Manual,Mumbai,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
555,Mercedes-Benz,E-Class E350 CDI Avantgarde,1350000,2012,72000,Diesel,Automatic,Vadodara,White,Second,Individual,2987 cc,231@3800,540@1600,RWD,4868.0,1854.0,1471.0,5.0,80.0
1545,Hyundai,Creta 1.6 SX Plus AT Petrol,1299000,2018,50000,Petrol,Automatic,Mumbai,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
854,Audi,Q3 35 TDI Premium Plus + Sunroof,1450000,2014,71796,Diesel,Automatic,Bangalore,Blue,Third,Individual,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
470,Kia,Seltos HTK 1.5 Diesel [2020-2021],1300000,2020,27000,Diesel,Manual,Jaipur,Silver,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
1020,Hyundai,Elite i20 Asta (O) 1.0 Turbo DCT,1245000,2021,10530,Petrol,Automatic,Bangalore,Red,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995.0,1775.0,1505.0,5.0,37.0
1101,BMW,5-Series 520d Luxury Line [2017-2019],4800000,2019,31000,Diesel,Automatic,Delhi,Black,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
375,Mercedes-Benz,GLA 200 d Style,2500000,2018,90000,Diesel,Automatic,Mumbai,Bronze,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0
1047,Mercedes-Benz,C-Class 220 CDI AT,5300000,2022,12500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,2148 cc,170@3700,410@2000,RWD,4596.0,1770.0,1447.0,5.0,66.0
1622,Hyundai,Elite i20 Asta 1.4 (O) CRDi,560000,2016,75210,Diesel,Manual,Ahmedabad,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,40.0
477,Mahindra,Quanto C8,240000,2013,51500,Diesel,Manual,Kolkata,Maroon,Second,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3985.0,1850.0,1880.0,7.0,55.0
48,Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],6500000,2020,13000,Diesel,Automatic,Mumbai,Silver,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD,4658.0,1890.0,1644.0,5.0,66.0
1236,Mahindra,Bolero Power Plus ZLX,770000,2019,27500,Diesel,Manual,Varanasi,White,First,Individual,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD,3995.0,1745.0,1880.0,7.0,
1317,Maruti Suzuki,Baleno Delta 1.2 AT,570000,2017,36000,Petrol,Automatic,Zirakpur,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
1773,Hyundai,Creta SX 1.6 CRDi,1225000,2019,47000,Diesel,Manual,Jalandhar,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
971,Audi,A4 30 TFSI Technology Pack,3500000,2018,18000,Petrol,Automatic,Mumbai,White,First,Individual,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0
1181,BMW,X5 xDrive 30d M Sport,5900000,2017,83985,Diesel,Automatic,Pune,White,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,
114,Hyundai,i10 Era 1.1 iRDE2 [2010-2017],225000,2012,26000,Petrol,Manual,Dehradun,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0
610,Maruti Suzuki,DZire ZXi AGS,950000,2022,10000,Petrol,Automatic,Mumbai,Bronze,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
1679,Mercedes-Benz,M-Class 350 CDI,3200000,2014,60514,Diesel,Automatic,Pune,Silver,First,Individual,2987 cc,234@3800,535@1600,AWD,4781.0,1911.0,1774.0,5.0,95.0
1721,Maruti Suzuki,Baleno Alpha 1.2,620000,2019,42356,Petrol,Manual,Varanasi,Red,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
1776,Maruti Suzuki,Swift VXi [2014-2017],625000,2020,58736,Petrol,Manual,Kollam,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
359,Jeep,Compass Limited 1.4 Petrol AT [2017-2020],1495000,2018,28000,Petrol,Automatic,Delhi,Silver,First,Individual,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0
228,Mercedes-Benz,GLE 300d 4MATIC LWB,9390000,2022,14000,Diesel,Automatic,Delhi,White,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924.0,2157.0,1772.0,5.0,93.0
820,Hyundai,Elite i20 Sportz 1.2 (O),650000,2020,58100,Petrol,Manual,Lucknow,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
72,Mercedes-Benz,GLE 250 d,4200000,2018,102000,Diesel,Automatic,Patna,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
290,Hyundai,i20 Magna 1.2,385000,2013,79287,Petrol,Manual,Kanpur,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0
1056,Maruti Suzuki,Ciaz VDi (O) SHVS,650000,2017,86000,Diesel,Manual,Lucknow,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
111,Maruti Suzuki,Alto 800 VXi,409999,2021,13424,Petrol,Manual,Ranga Reddy,Silver,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3445.0,1515.0,1475.0,5.0,35.0
169,Hyundai,Eon Sportz,215000,2012,20000,Petrol,Manual,Mumbai,Grey,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0
236,Honda,City VX (O) MT BL,875000,2018,50000,Petrol,Manual,Patna,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
1744,Maruti Suzuki,Alto VXi,270000,2014,82682,Petrol,Manual,Pune,White,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0
1098,Maruti Suzuki,Vitara Brezza ZDi Plus,1025000,2019,90000,Diesel,Manual,Hyderabad,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
247,Maruti Suzuki,Ciaz Zeta 1.4 AT,741000,2017,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
1000,Honda,City V Petrol [2017-2019],645000,2017,64000,Petrol,Manual,Mumbai,White,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
150,MINI,Countryman Cooper D,1489000,2014,81000,Diesel,Automatic,Panvel,Purple,Second,Individual,1995 cc,112 bhp @,270 Nm @ 1750 rpm,FWD,4097.0,1789.0,1561.0,5.0,47.0
1433,BMW,5-Series 520d Modern Line,2250000,2014,88000,Diesel,Automatic,Bangalore,Black,Third,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899.0,2094.0,1464.0,5.0,
413,Honda,Jazz V Diesel,525000,2015,68244,Diesel,Manual,Indore,Silver,Second,Individual,1498 cc,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
1557,Hyundai,Creta SX 1.6 CRDi,1275000,2019,58900,Diesel,Manual,Agra,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
714,Maruti Suzuki,Alto LXi CNG [2014-2018],330000,2017,63200,CNG,Manual,Pimpri-Chinchwad,Grey,First,Individual,998 cc,58 bhp @ 6000 rpm,78 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,4.0,60.0
1218,Maruti Suzuki,S-Presso VXi AMT,470000,2020,2169,Petrol,Automatic,Mumbai,Grey,First,Individual,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565.0,1520.0,1564.0,5.0,27.0
1753,Maruti Suzuki,Alto 800 Lxi,250000,2015,62000,Petrol,Manual,Kanpur,Maroon,Second,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
1512,Nissan,Micra XV CVT [2016-2017],490000,2014,56918,Petrol,Automatic,Coimbatore,Blue,Second,Individual,1198 cc,76 bhp @ 6000 rpm,104 Nm @ 4400 rpm,FWD,3825.0,1665.0,1530.0,5.0,41.0
617,Mercedes-Benz,A-Class A 200d,1850000,2016,37600,Diesel,Automatic,Pune,Red,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1400 rpm,FWD,4299.0,1780.0,1433.0,4.0,50.0
1493,Tata,Safari 2.2 EX 4x2,425000,2013,96000,Diesel,Manual,Ambala Cantt,White,First,Individual,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4655.0,1965.0,1922.0,7.0,55.0
1835,Mercedes-Benz,B-class B180,1150000,2014,39000,Petrol,Automatic,Mumbai,White,Second,Individual,1595 cc,120 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD,4359.0,2010.0,1557.0,5.0,50.0
326,Hyundai,Verna Fluidic 1.6 CRDi SX,540000,2014,86000,Diesel,Manual,Lucknow,Silver,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
99,Nissan,Terrano XL D Plus,450000,2014,85000,Diesel,Manual,Hyderabad,Silver,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331.0,1822.0,1671.0,5.0,50.0
353,BMW,X1 sDrive20d xLine,4475000,2021,7100,Diesel,Automatic,Chennai,Orange,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
1161,Toyota,Etios V,300000,2011,49200,Petrol,Manual,Mumbai,Silver,First,Individual,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,FWD,4265.0,1695.0,1510.0,5.0,45.0
991,Audi,A3 35 TDI Technology + Sunroof,1525000,2016,32000,Diesel,Automatic,Delhi,Red,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0
980,Jaguar,F-Pace Prestige,5200000,2019,43000,Diesel,Automatic,Delhi,Black,First,Individual,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4731.0,2071.0,1651.0,5.0,82.0
428,Volkswagen,Vento Highline Diesel AT,685000,2015,85000,Diesel,Automatic,Pune,Grey,First,Individual,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384.0,1699.0,1466.0,5.0,55.0
1261,Hyundai,Santro Sportz,551000,2021,19000,Petrol,Manual,Ahmedabad,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610.0,1645.0,1560.0,5.0,35.0
904,BMW,5-Series 525d Sedan,1195000,2010,74000,Diesel,Automatic,Mumbai,Silver,Second,Individual,2497 cc,177@4000,400@2000,,4841.0,1846.0,1468.0,5.0,70.0
188,Porsche,Cayenne Turbo,3500000,2014,160000,Petrol,Automatic,Mumbai,Blue,First,Individual,4806 cc,500 bhp @ 6500 rpm,700 Nm @ 2250 rpm,AWD,4846.0,1939.0,1702.0,5.0,100.0
1774,Kia,Seltos HTX 1.5 [2020-2021],1399000,2021,11000,Petrol,Manual,Pune,Silver,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
417,Hyundai,Creta E Plus 1.6 Petrol,1050000,2018,34841,Petrol,Manual,Hyderabad,White,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
496,Honda,Amaze 1.2 E MT Petrol [2018-2020],675000,2020,25000,Petrol,Manual,Delhi,White,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995.0,1695.0,1501.0,5.0,35.0
1888,Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],1625000,2022,27800,Diesel,Manual,Gurgaon,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
431,Hyundai,Creta 1.6 SX Plus AT Petrol,1095000,2017,39000,Petrol,Automatic,Hyderabad,Red,Second,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
160,Maruti Suzuki,Baleno Zeta 1.2 AT,675000,2017,35616,Petrol,Automatic,Pune,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
30,BMW,X1 sDrive20d xLine,3775000,2019,32963,Diesel,Automatic,Bangalore,Black,First,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
1246,Honda,City VX,1255000,2021,10000,Petrol,Manual,Mumbai,White,First,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
131,Maruti Suzuki,Baleno Alpha 1.2,655000,2016,38779,Petrol,Manual,Mumbai,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
121,Mercedes-Benz,CLA 200 Petrol Sport,1898999,2015,47000,Petrol,Automatic,Mumbai,White,Second,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,4630.0,1777.0,1432.0,5.0,
1750,Renault,Kwid 1.0 RXT Edition,375000,2018,14000,Petrol,Manual,Mumbai,Green,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
770,Mercedes-Benz,GLA 200 CDI Sport,1789999,2015,45000,Diesel,Automatic,Lucknow,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417.0,1804.0,1494.0,5.0,50.0
268,BMW,5-Series 525d Luxury Plus,2280000,2014,68000,Diesel,Automatic,Pune,Blue,First,Individual,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,
1599,Hyundai,Creta SX 1.4 Turbo 7 DCT,1911000,2022,1300,Petrol,Automatic,Delhi,Black,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0
805,Maruti Suzuki,Ertiga VXI CNG,800000,2017,76642,CNG,Manual,Mumbai,Silver,First,Individual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
718,Tata,Harrier XZ [2019-2020],1695000,2019,20856,Diesel,Manual,Bangalore,Orange,First,Individual,1956 cc,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0
1330,Toyota,Innova 2.5 V 7 STR,650000,2012,143477,Diesel,Manual,Dehradun,Gold,Second,Individual,2494 cc,102@5600,200@1400,,4555.0,1770.0,1755.0,7.0,55.0
1903,Maruti Suzuki,Ciaz S 1.4 MT,585000,2018,31000,Petrol,Manual,Kolkata,Brown,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
769,Maruti Suzuki,Alto VXi [2014-2019],369000,2017,16800,Petrol,Manual,Mumbai,Grey,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0
134,Honda,WR-V VX MT Petrol,819999,2018,42000,Petrol,Manual,Chennai,Maroon,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999.0,1734.0,1601.0,5.0,40.0
394,Datsun,Go T (O),270000,2017,27000,Petrol,Manual,Lucknow,Silver,First,Individual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,FWD,3785.0,1635.0,1485.0,5.0,35.0
232,Maruti Suzuki,Wagon R LXI CNG (O),380000,2018,68320,CNG,Manual,Faridabad,Silver,First,Individual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
1153,Hyundai,Verna 1.6 CRDI SX,725000,2016,42000,Diesel,Manual,Ludhiana,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0
1867,Mercedes-Benz,S-Class 350,750000,2007,102000,Petrol,Automatic,Pune,Silver,First,Individual,3498 cc,272@6000,350@2400,RWD,5076.0,1871.0,1473.0,5.0,90.0
1729,Volvo,XC60 Inscription,1950000,2016,79000,Diesel,Automatic,Ahmedabad,White,First,Individual,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,4644.0,1891.0,1713.0,5.0,70.0
463,Land Rover,Discovery Sport HSE 7-Seater,4459000,2018,57300,Diesel,Automatic,Indore,White,First,Individual,2179 cc,148 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0
761,Jeep,Compass Limited 1.4 Petrol AT [2017-2020],1350000,2017,70000,Petrol,Automatic,Chennai,Blue,First,Individual,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0
1004,Audi,Q3 35 TDI quattro Technology,3250000,2019,41000,Diesel,Automatic,Hyderabad,White,Second,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
